Country,ISO3166,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Samoa,VCT,1940,1563,1780,1712,1780,2400,2834,3098,3440,3399,2692,2663,2493,3312,3366,3684,4139,3361,3662,4639,4805,4665,3791,4386,6398,9279,11748,14619,15733,16216,18399,16916,19660,17580,18380,19820,21260
San Marino,WSM,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,STP,4,32,24,20,12,8,25,14,11,18,0,11,58,11,52,32,33,16,52,52,19,99,103,129,161,130,220,194,312,732,1064,1211,1020,760,780,640,540
Senegal,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Serbia,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,81,40,80,40,40,120,140
Seychelles,SRB,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,28,13,17,46,0,20,21,0,22,24,110,0,56,28,26,52,29,40,40,0,0,20
Sierra Leone,SYC,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SLE,5048,4828,4180,5816,4389,2464,4192,6462,7514,9173,4633,3211,3162,3365,4254,3813,3958,4436,5670,6022,5858,4467,3677,2827,4041,4018,6063,4010,3610,3586,3364,7396,5220,5580,5400,7260,8260
Slovakia,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17,0,0,25,0,0,50,23,162,52,24,0,0,60,20,40
Slovenia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,16,18,15,0,0,0,60,28,0,22,83,25,0,44,40,20,20,40,60
Solomon Islands,SVN,120,144,116,188,132,184,161,199,167,162,331,581,502,381,661,666,985,808,676,229,98,219,58,142,102,80,191,135,140,195,283,120,160,220,160,260,260
Somalia,SLB,8,8,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40
South Africa,SOM,376,592,708,548,412,768,605,450,412,458,624,483,1404,495,921,2931,3497,2080,1910,1965,2110,1785,2294,2543,3034,3326,3535,3850,3439,3553,4933,3710,3980,3760,4060,3140,3460
South Georgia and the South Sandwich Islands,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0
South Korea,KOR,8,12,20,28,44,96,57,73,401,106,151,141,257,391,713,1066,1664,2069,1488,1734,1797,1805,2511,3267,2668,3623,2955,2856,3169,2252,2597,3349,2640,2160,2880,3220,3760
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,40,32,216,36,84,88,92,130,191,167,136,281,676,174,350,369,808,624,755,1018,939,1196,1353,1183,1810,2009,2449,3645,1986,2262,2450,2592,3160,3560,4600,4800,5260
Sri Lanka,LKA,156,112,120,136,84,112,110,142,80,81,117,218,150,246,227,235,198,267,273,345,215,428,524,736,447,614,728,623,855,720,1080,1198,1280,1340,1500,1760,2200
Sudan,SDN,4,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
Swaziland,SWZ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,20,0,0,0
Sweden,SWE,48,52,28,48,72,64,104,120,137,120,134,102,96,149,94,258,246,162,312,221,183,34,171,361,386,350,316,338,291,208,182,332,420,420,400,460,440
Switzerland,CHE,232,228,212,252,328,292,338,412,432,286,393,424,336,492,458,409,524,620,466,381,542,681,499,651,712,680,1147,952,1206,676,723,730,900,1080,740,900,1060
Syria,SYR,4,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,30,0,35,0,22,0,50,33,159,0,50,99,61,86,0,0,0,0,0
Taiwan,TWN,40,72,100,68,48,92,143,209,189,446,762,1229,1675,1953,2537,2981,3835,4259,4360,4436,4225,3152,2453,2272,2526,2646,1982,2059,2346,1723,2367,1927,1780,1640,1460,1640,1860
Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0
Tanzania,TZA,8,8,0,4,12,16,8,34,11,20,52,11,11,0,13,11,48,34,32,34,18,36,37,73,144,163,201,241,277,182,592,324,380,460,500,160,560
Thailand,THA,257,280,340,436,428,641,916,1849,3517,6002,5309,3384,2911,4744,4678,4918,4712,5685,8997,8788,11960,11897,10795,9655,14142,16404,18671,20218,19301,21282,19834,26419,29520,30840,27820,31860,32320
Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,20,0,0,0
Tonga,TON,985,700,646,968,976,1196,1844,2044,2455,2214,1883,2176,2884,3468,3514,3285,2547,2629,2428,2743,2720,2718,2179,3302,4226,3244,5124,5701,6857,5514,6141,5931,5340,6360,7560,7460,9140
Trinidad and Tobago,TTO,16,4,4,8,4,0,5,0,0,0,0,0,20,0,12,15,15,53,0,0,0,24,0,49,0,0,0,32,26,0,55,40,0,0,20,20,20
Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,40,0,0,0,50,0,0,55,0,27,26,0,0,0,0,20,0
Turkey,TUR,0,0,0,20,8,48,59,94,199,216,245,94,309,314,435,518,658,741,968,574,705,1212,1073,488,562,950,1170,1539,1558,1064,1461,1772,1760,2060,1840,3200,600
Turkmenistan,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,4,4,4,12,4,8,16,0,19,41,12,0,12,12,0,26,17,16,0,0,42,57,64,0,22,0,26,0,0,0,0,20,40,20,100,80,100
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,0,0,0,67,113,26,55,54,44,111,108,40,140,140,40,140
Ukraine,UKR,16,0,0,0,0,0,0,0,0,0,0,0,21,0,0,30,0,17,33,17,0,19,39,0,68,109,52,28,27,79,28,64,160,140,40,120,80
United Arab Emirates,ARE,12,36,20,36,28,28,19,0,49,0,21,59,32,25,50,136,83,143,220,202,178,152,248,287,458,957,916,1028,999,1113,1346,1073,1020,1040,1000,1060,1340
United Kingdom,GBR,19568,12889,14369,14984,17820,18372,21962,28115,21207,23938,24653,18299,15459,17586,20315,23607,24659,28003,26670,28319,25455,18886,19583,20343,23793,25839,26020,27294,27746,23203,26301,26350,27920,27100,25220,31900,27720
United States of America,USA,29998,30408,27949,22392,20551,16673,30395,43232,44997,50778,58426,39972,40596,32183,29512,40315,45159,45923,35432,33390,30634,20441,21039,24715,30130,35859,33572,37830,38140,34924,42537,49547,60520,78600,91380,100400,113360
Uruguay,URY,24,0,0,0,0,8,0,0,11,11,0,0,13,13,14,26,0,17,14,0,38,0,17,0,0,29,22,31,31,76,59,152,0,40,60,120,80
Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,50,0,0,19,0,0,47,52,43,0,0,47,79,0,40,140,60,0,60
Vanuatu,VUT,1100,1084,1056,824,696,484,343,512,474,969,4618,5401,4819,4516,4200,4642,4146,4438,4247,4764,5441,4432,5023,5566,5077,5107,6626,8570,9751,8612,8490,7908,9560,13000,14600,11760,8900
Venezuela,VEN,0,8,4,12,0,0,0,10,0,0,11,0,11,0,24,31,17,33,16,0,40,0,0,0,29,81,28,0,0,31,0,83,20,60,20,0,0
Viet Nam,VNM,0,0,0,4,4,4,0,0,22,0,12,23,58,117,296,475,660,767,682,577,761,1246,1853,1427,2831,3644,4228,4989,6168,5229,5920,7520,8600,8180,11260,11720,18400
Yemen,YEM,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Zambia,ZMB,8,0,12,0,4,8,5,12,9,10,9,0,12,12,57,47,16,0,32,52,0,38,0,0,72,58,0,0,24,49,111,84,80,60,20,40,40
Zimbabwe,ZWE,16,32,28,24,48,20,60,56,111,62,160,74,88,72,111,171,150,192,227,456,40,74,111,20,74,256,47,111,24,155,145,170,180,160,60,100,100
