Country,ISO3166,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Maldives,MYS,0,0.002,0,0.002,0,0.018,0.022,0.0245,0.018,0.0205,0,0.0135,0.023,0.006,0.019,0.0185,0.015,0.007,0.0285,0.043,0.0585,0.039,0.031,0.0975,0.061,0.0525,0.077,0.114,0.1465,0.055,0.08,0.145,0.11,0.22,0.19,0.24,0.18
Mali,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0.02,0,0.02,0.02
Malta,MLI,0,0.004,0.004,0.004,0.002,0.008,0.003,0.004,0.009,0.0045,0.006,0.005,0.005,0.006,0,0,0.0155,0,0.018,0,0,0,0,0.016,0,0.0135,0.011,0,0.0145,0.036,0.055,0.022,0.05,0.01,0.01,0.06,0.03
Marshall Islands,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0.008,0,0,0.017,0,0,0,0,0,0.0145,0.0135,0,0,0.0145,0,0,0,0,0,0,0,0
Mauritania,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MRT,0.002,0.002,0.008,0.006,0.004,0.008,0.0025,0,0,0.01,0.026,0,0,0.016,0,0.03,0.023,0.007,0.0095,0.0175,0.0095,0,0.038,0.0345,0.039,0.066,0.0365,0.0675,0.0855,0.0295,0.1465,0.042,0.04,0.03,0.08,0.11,0.05
Mexico,MUS,0.082,0.042,0.05,0.06,0.03,0.022,0.0415,0.072,0.0495,0.081,0.0985,0.0775,0.0945,0.161,0.084,0.139,0.114,0.2325,0.1965,0.2045,0.1535,0.175,0.17,0.276,0.307,0.4625,0.4395,0.389,0.4805,0.452,0.4315,0.429,0.54,0.67,0.98,1.12,1.35
Micronesia,MEX,0.012,0.006,0.004,0.004,0.002,0.008,0.0045,0,0,0,0.022,0.011,0,0.011,0.012,0.014,0.015,0.007,0.0095,0.0085,0,0,0,0.0085,0,0,0,0,0,0,0.043,0.01,0,0,0.02,0,0.01
Moldova,FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
Monaco,MDA,0,0,0.004,0,0,0.002,0.0045,0,0,0,0,0,0,0,0,0,0,0.0165,0.008,0,0.008,0.0105,0,0,0,0,0,0.011,0.0145,0,0,0,0,0,0,0,0
Mongolia,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.0065,0.008,0.015,0.016,0.027,0.0255,0.017,0.0285,0.0145,0.037,0.023,0.0115,0.035,0,0.026,0.05,0.08,0.09,0.01,0.04,0.06
Montenegro,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.01,0.02,0,0.01
Morocco,MNE,0,0.002,0,0,0,0,0.002,0,0.0045,0.005,0,0,0.0165,0.006,0.0075,0,0.0165,0.008,0.031,0.0175,0.0245,0.0295,0.0295,0.0285,0.011,0.0775,0.051,0.137,0.136,0.1895,0.134,0.109,0.1,0.2,0.18,0.18,0.2
Mozambique,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.007,0,0,0,0,0,0,0,0.0125,0,0,0.011,0.013,0.01,0,0.02,0,0.02,0
Namibia,MOZ,0,0,0,0,0,0,0,0,0.004,0,0,0.011,0.0055,0,0.019,0.0195,0.008,0.028,0.031,0.0305,0.036,0.0085,0.048,0.064,0.025,0.087,0.0875,0.065,0.121,0.1205,0.0925,0.08,0.04,0.11,0.12,0.12,0.19
Nauru,NAM,0.016,0.012,0,0,0.008,0.006,0.0105,0.0105,0.0045,0.009,0.0055,0.0095,0.028,0.0315,0.013,0.0055,0.0085,0.0085,0,0,0,0,0,0,0,0,0,0.0135,0,0,0,0,0,0,0,0,0
Nepal,NRU,0.042,0.074,0.082,0.086,0.114,0.084,0.1085,0.1345,0.196,0.1685,0.257,0.1715,0.1595,0.2345,0.242,0.281,0.2285,0.299,0.314,0.2325,0.395,0.265,0.257,0.208,0.147,0.148,0.2415,0.199,0.3585,0.358,0.4225,0.456,0.49,0.6,0.55,0.6,0.77
Netherlands,NPL,0.42,0.316,0.472,0.448,0.512,0.544,0.5865,0.7515,0.534,0.671,0.742,0.53,0.4835,0.3715,0.5685,0.5145,0.538,0.4215,0.5315,0.618,0.562,0.3715,0.346,0.373,0.478,0.4895,0.481,0.532,0.5755,0.58,0.554,0.5495,0.71,0.51,0.74,0.66,0.73
New Zealand,NDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.049,0.072,0.0115,0,0,0.0415,0,0,0.01,0.07,0
Nicaragua,NZL,0,0,0,0,0.002,0,0.003,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.05,0.02,0.01
Niger,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NIU,0.008,0,0,0.002,0.002,0.002,0.006,0.005,0,0,0.0055,0,0,0,0,0,0,0,0.0095,0,0,0,0,0.01,0.01,0,0,0,0.027,0,0.0165,0,0,0.01,0.02,0,0.01
North Korea,NGA,0.002,0.002,0.01,0,0,0,0.0025,0.004,0,0,0,0,0,0.0065,0,0,0,0.066,0.017,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,PRK,0.002,0.02,0.022,0.016,0.012,0.02,0.032,0.0525,0.0135,0.0365,0.036,0.032,0.032,0.0155,0.0985,0.0495,0.041,0.057,0.055,0.035,0.1005,0.0285,0.0875,0.1035,0.054,0.1095,0.0765,0.1025,0.1175,0.066,0.08,0.116,0.21,0.17,0.19,0.26,0.24
Oman,NOR,0.002,0.004,0.002,0.004,0.006,0.014,0.0115,0.018,0.026,0.0155,0,0,0,0.0055,0.007,0.0075,0.018,0.008,0.008,0,0.032,0.0095,0,0.0355,0.01,0.027,0.026,0.0415,0.11,0.0275,0.064,0.03,0.04,0.1,0.03,0.04,0.03
Pakistan,OMN,0.004,0.006,0.004,0.008,0.016,0.01,0.018,0.0225,0.0305,0.025,0,0.0095,0,0,0.03,0.0235,0.031,0.041,0.0175,0.036,0.036,0.0495,0.023,0.035,0.0685,0.055,0.0645,0.0405,0.014,0.029,0.029,0.061,0.05,0.06,0.04,0.04,0.06
Palau,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.0125,0,0.0135,0,0,0,0.01,0.02,0.01,0.03,0.05,0.01
Panama,PLW,0,0,0,0.002,0,0,0,0,0,0.0055,0,0,0.0055,0,0,0,0,0.0085,0.008,0.0085,0,0,0,0,0,0.0145,0.026,0.0355,0,0,0.0165,0.03,0.03,0.02,0.02,0.02,0.03
Papua New Guinea,PAN,0.156,0.21,0.256,0.222,0.152,0.178,0.2025,0.204,0.129,0.1385,0.101,0.0795,0.0765,0.1165,0.0965,0.12,0.1405,0.1665,0.142,0.0855,0.104,0.1065,0.052,0.043,0.025,0.1605,0.0885,0.0875,0.0975,0.052,0.0985,0.1475,0.17,0.16,0.15,0.17,0.25
Paraguay,PNG,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.006,0.0075,0,0.0085,0,0.009,0.0075,0,0,0,0,0,0,0,0,0.0135,0,0,0,0,0,0,0
Peru,PRY,0.028,0.03,0.016,0.024,0.014,0.026,0.0265,0.0465,0.0545,0.039,0.044,0.034,0.0175,0.037,0.026,0.0485,0.0865,0.1175,0.152,0.182,0.142,0.1555,0.2225,0.2585,0.2515,0.339,0.487,0.402,0.4105,0.6365,0.4805,0.5245,0.55,0.55,0.8,0.84,1.03
Philippines,PER,0.134,0.126,0.14,0.174,0.224,0.226,0.2615,0.2855,0.3045,0.3295,0.3965,0.2635,0.3425,0.3325,0.454,0.3775,0.4385,0.464,0.5205,0.559,0.5285,0.4575,0.5495,0.524,0.6275,0.815,0.811,0.8675,1.414,1.509,2.254,2.474,2.55,2.98,3.36,3.82,5.06
Poland,PHL,0,0.012,0.002,0.006,0.004,0.002,0.0025,0.0145,0.004,0.0045,0.019,0.0055,0.022,0.028,0.0335,0.035,0.0535,0.038,0.0095,0.007,0.05,0.072,0.047,0.021,0.095,0.09,0.07,0.0375,0.126,0.0245,0.164,0.124,0.15,0.17,0.07,0.08,0.19
Portugal,POL,0.006,0.006,0.006,0.01,0.012,0.012,0.011,0.014,0.0235,0.005,0.019,0.011,0.016,0.0155,0.046,0.0495,0.033,0.0085,0.055,0.0415,0.094,0.0875,0.0725,0.039,0.145,0.117,0.128,0.125,0.142,0.151,0.2005,0.165,0.07,0.2,0.26,0.28,0.44
Qatar,PRT,0,0.006,0.002,0,0,0.004,0.0045,0,0,0,0,0,0.011,0.0055,0.0065,0.0055,0,0.008,0.008,0.0185,0,0.0285,0.0305,0.0115,0,0.0425,0.015,0.0135,0.0145,0.053,0.013,0,0.03,0.02,0.04,0.02,0.03
Romania,QAT,0,0.002,0,0,0.002,0.006,0.002,0.004,0,0,0.021,0.0355,0,0,0,0,0.014,0,0.0425,0.016,0.0095,0.0095,0.0095,0.048,0.064,0.038,0.0845,0.0755,0.0805,0.0495,0.04,0.062,0.06,0.11,0.09,0.09,0.13
Russia,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.0665,0.036,0.0915,0.058,0.1605,0.082,0.078,0.136,0.1985,0.1705,0.2155,0.3095,0.234,0.2695,0.4335,0.2585,0.221,0.312,0.34,0.37,0.44,0.31,0.36
Rwanda,RUS,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.0135,0,0.01,0.01,0.01,0.02,0,0.01
Saint Kitts and Nevis,RWA,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0,0,0
Saint Lucia,KNA,0,0,0,0.002,0,0,0.0025,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0.014,0,0,0.02,0.01,0.01,0
Saint Vincent and the Grenadines,LCA,0.002,0,0,0.002,0.002,0,0.002,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.0135,0,0.0135,0,0,0,0,0,0,0
Samoa,VCT,0.97,0.7815,0.89,0.856,0.89,1.2,1.417,1.549,1.72,1.6995,1.346,1.3315,1.2465,1.656,1.683,1.842,2.0695,1.6805,1.831,2.3195,2.4025,2.3325,1.8955,2.193,3.199,4.6395,5.874,7.3095,7.8665,8.108,9.1995,8.458,9.83,8.79,9.19,9.91,10.63
San Marino,WSM,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,STP,0.002,0.016,0.012,0.01,0.006,0.004,0.0125,0.007,0.0055,0.009,0,0.0055,0.029,0.0055,0.026,0.016,0.0165,0.008,0.026,0.026,0.0095,0.0495,0.0515,0.0645,0.0805,0.065,0.11,0.097,0.156,0.366,0.532,0.6055,0.51,0.38,0.39,0.32,0.27
Senegal,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0,0,0,0,0,0,0
Serbia,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.026,0.0405,0.02,0.04,0.02,0.02,0.06,0.07
Seychelles,SRB,0.004,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0065,0.0085,0.023,0,0.01,0.0105,0,0.011,0.012,0.055,0,0.028,0.014,0.013,0.026,0.0145,0.02,0.02,0,0,0.01
Sierra Leone,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,SLE,2.524,2.414,2.09,2.908,2.1945,1.232,2.096,3.231,3.757,4.5865,2.3165,1.6055,1.581,1.6825,2.127,1.9065,1.979,2.218,2.835,3.011,2.929,2.2335,1.8385,1.4135,2.0205,2.009,3.0315,2.005,1.805,1.793,1.682,3.698,2.61,2.79,2.7,3.63,4.13
Slovakia,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0.0085,0,0,0.0125,0,0,0.025,0.0115,0.081,0.026,0.012,0,0,0.03,0.01,0.02
Slovenia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0055,0,0,0.008,0.009,0.0075,0,0,0,0.03,0.014,0,0.011,0.0415,0.0125,0,0.022,0.02,0.01,0.01,0.02,0.03
Solomon Islands,SVN,0.06,0.072,0.058,0.094,0.066,0.092,0.0805,0.0995,0.0835,0.081,0.1655,0.2905,0.251,0.1905,0.3305,0.333,0.4925,0.404,0.338,0.1145,0.049,0.1095,0.029,0.071,0.051,0.04,0.0955,0.0675,0.07,0.0975,0.1415,0.06,0.08,0.11,0.08,0.13,0.13
Somalia,SLB,0.004,0.004,0,0,0,0,0.003,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02
South Africa,SOM,0.188,0.296,0.354,0.274,0.206,0.384,0.3025,0.225,0.206,0.229,0.312,0.2415,0.702,0.2475,0.4605,1.4655,1.7485,1.04,0.955,0.9825,1.055,0.8925,1.147,1.2715,1.517,1.663,1.7675,1.925,1.7195,1.7765,2.4665,1.855,1.99,1.88,2.03,1.57,1.73
South Georgia and the South Sandwich Islands,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0
South Korea,KOR,0.004,0.006,0.01,0.014,0.022,0.048,0.0285,0.0365,0.2005,0.053,0.0755,0.0705,0.1285,0.1955,0.3565,0.533,0.832,1.0345,0.744,0.867,0.8985,0.9025,1.2555,1.6335,1.334,1.8115,1.4775,1.428,1.5845,1.126,1.2985,1.6745,1.32,1.08,1.44,1.61,1.88
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,0.02,0.016,0.108,0.018,0.042,0.044,0.046,0.065,0.0955,0.0835,0.068,0.1405,0.338,0.087,0.175,0.1845,0.404,0.312,0.3775,0.509,0.4695,0.598,0.6765,0.5915,0.905,1.0045,1.2245,1.8225,0.993,1.131,1.225,1.296,1.58,1.78,2.3,2.4,2.63
Sri Lanka,LKA,0.078,0.056,0.06,0.068,0.042,0.056,0.055,0.071,0.04,0.0405,0.0585,0.109,0.075,0.123,0.1135,0.1175,0.099,0.1335,0.1365,0.1725,0.1075,0.214,0.262,0.368,0.2235,0.307,0.364,0.3115,0.4275,0.36,0.54,0.599,0.64,0.67,0.75,0.88,1.1
Sudan,SDN,0.002,0,0,0.004,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0,0,0,0,0,0
Swaziland,SWZ,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0.0145,0,0,0,0,0,0,0,0,0.01,0,0,0
Sweden,SWE,0.024,0.026,0.014,0.024,0.036,0.032,0.052,0.06,0.0685,0.06,0.067,0.051,0.048,0.0745,0.047,0.129,0.123,0.081,0.156,0.1105,0.0915,0.017,0.0855,0.1805,0.193,0.175,0.158,0.169,0.1455,0.104,0.091,0.166,0.21,0.21,0.2,0.23,0.22
Switzerland,CHE,0.116,0.114,0.106,0.126,0.164,0.146,0.169,0.206,0.216,0.143,0.1965,0.212,0.168,0.246,0.229,0.2045,0.262,0.31,0.233,0.1905,0.271,0.3405,0.2495,0.3255,0.356,0.34,0.5735,0.476,0.603,0.338,0.3615,0.365,0.45,0.54,0.37,0.45,0.53
Syria,SYR,0.002,0,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0.015,0,0.0175,0,0.011,0,0.025,0.0165,0.0795,0,0.025,0.0495,0.0305,0.043,0,0,0,0,0
Taiwan,TWN,0.02,0.036,0.05,0.034,0.024,0.046,0.0715,0.1045,0.0945,0.223,0.381,0.6145,0.8375,0.9765,1.2685,1.4905,1.9175,2.1295,2.18,2.218,2.1125,1.576,1.2265,1.136,1.263,1.323,0.991,1.0295,1.173,0.8615,1.1835,0.9635,0.89,0.82,0.73,0.82,0.93
Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0
Tanzania,TZA,0.004,0.004,0,0.002,0.006,0.008,0.004,0.017,0.0055,0.01,0.026,0.0055,0.0055,0,0.0065,0.0055,0.024,0.017,0.016,0.017,0.009,0.018,0.0185,0.0365,0.072,0.0815,0.1005,0.1205,0.1385,0.091,0.296,0.162,0.19,0.23,0.25,0.08,0.28
Thailand,THA,0.1285,0.14,0.17,0.218,0.214,0.3205,0.458,0.9245,1.7585,3.001,2.6545,1.692,1.4555,2.372,2.339,2.459,2.356,2.8425,4.4985,4.394,5.98,5.9485,5.3975,4.8275,7.071,8.202,9.3355,10.109,9.6505,10.641,9.917,13.2095,14.76,15.42,13.91,15.93,16.16
Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0.01,0,0,0
Tonga,TON,0.4925,0.35,0.323,0.484,0.488,0.598,0.922,1.022,1.2275,1.107,0.9415,1.088,1.442,1.734,1.757,1.6425,1.2735,1.3145,1.214,1.3715,1.36,1.359,1.0895,1.651,2.113,1.622,2.562,2.8505,3.4285,2.757,3.0705,2.9655,2.67,3.18,3.78,3.73,4.57
Trinidad and Tobago,TTO,0.008,0.002,0.002,0.004,0.002,0,0.0025,0,0,0,0,0,0.01,0,0.006,0.0075,0.0075,0.0265,0,0,0,0.012,0,0.0245,0,0,0,0.016,0.013,0,0.0275,0.02,0,0,0.01,0.01,0.01
Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0.008,0,0,0.02,0,0,0,0.025,0,0,0.0275,0,0.0135,0.013,0,0,0,0,0.01,0
Turkey,TUR,0,0,0,0.01,0.004,0.024,0.0295,0.047,0.0995,0.108,0.1225,0.047,0.1545,0.157,0.2175,0.259,0.329,0.3705,0.484,0.287,0.3525,0.606,0.5365,0.244,0.281,0.475,0.585,0.7695,0.779,0.532,0.7305,0.886,0.88,1.03,0.92,1.6,0.3
Turkmenistan,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,0.002,0.002,0.002,0.006,0.002,0.004,0.008,0,0.0095,0.0205,0.006,0,0.006,0.006,0,0.013,0.0085,0.008,0,0,0.021,0.0285,0.032,0,0.011,0,0.013,0,0,0,0,0.01,0.02,0.01,0.05,0.04,0.05
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.0095,0,0,0,0.0335,0.0565,0.013,0.0275,0.027,0.022,0.0555,0.054,0.02,0.07,0.07,0.02,0.07
Ukraine,UKR,0.008,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0.015,0,0.0085,0.0165,0.0085,0,0.0095,0.0195,0,0.034,0.0545,0.026,0.014,0.0135,0.0395,0.014,0.032,0.08,0.07,0.02,0.06,0.04
United Arab Emirates,ARE,0.006,0.018,0.01,0.018,0.014,0.014,0.0095,0,0.0245,0,0.0105,0.0295,0.016,0.0125,0.025,0.068,0.0415,0.0715,0.11,0.101,0.089,0.076,0.124,0.1435,0.229,0.4785,0.458,0.514,0.4995,0.5565,0.673,0.5365,0.51,0.52,0.5,0.53,0.67
United Kingdom,GBR,9.784,6.4445,7.1845,7.492,8.91,9.186,10.981,14.0575,10.6035,11.969,12.3265,9.1495,7.7295,8.793,10.1575,11.8035,12.3295,14.0015,13.335,14.1595,12.7275,9.443,9.7915,10.1715,11.8965,12.9195,13.01,13.647,13.873,11.6015,13.1505,13.175,13.96,13.55,12.61,15.95,13.86
United States of America,USA,14.999,15.204,13.9745,11.196,10.2755,8.3365,15.1975,21.616,22.4985,25.389,29.213,19.986,20.298,16.0915,14.756,20.1575,22.5795,22.9615,17.716,16.695,15.317,10.2205,10.5195,12.3575,15.065,17.9295,16.786,18.915,19.07,17.462,21.2685,24.7735,30.26,39.3,45.69,50.2,56.68
Uruguay,URY,0.012,0,0,0,0,0.004,0,0,0.0055,0.0055,0,0,0.0065,0.0065,0.007,0.013,0,0.0085,0.007,0,0.019,0,0.0085,0,0,0.0145,0.011,0.0155,0.0155,0.038,0.0295,0.076,0,0.02,0.03,0.06,0.04
Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0165,0.025,0,0,0.0095,0,0,0.0235,0.026,0.0215,0,0,0.0235,0.0395,0,0.02,0.07,0.03,0,0.03
Vanuatu,VUT,0.55,0.542,0.528,0.412,0.348,0.242,0.1715,0.256,0.237,0.4845,2.309,2.7005,2.4095,2.258,2.1,2.321,2.073,2.219,2.1235,2.382,2.7205,2.216,2.5115,2.783,2.5385,2.5535,3.313,4.285,4.8755,4.306,4.245,3.954,4.78,6.5,7.3,5.88,4.45
Venezuela,VEN,0,0.004,0.002,0.006,0,0,0,0.005,0,0,0.0055,0,0.0055,0,0.012,0.0155,0.0085,0.0165,0.008,0,0.02,0,0,0,0.0145,0.0405,0.014,0,0,0.0155,0,0.0415,0.01,0.03,0.01,0,0
Viet Nam,VNM,0,0,0,0.002,0.002,0.002,0,0,0.011,0,0.006,0.0115,0.029,0.0585,0.148,0.2375,0.33,0.3835,0.341,0.2885,0.3805,0.623,0.9265,0.7135,1.4155,1.822,2.114,2.4945,3.084,2.6145,2.96,3.76,4.3,4.09,5.63,5.86,9.2
Yemen,YEM,0,0,0,0,0,0.002,0.0025,0,0,0,0,0,0,0,0,0,0,0.0085,0.007,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0
Zambia,ZMB,0.004,0,0.006,0,0.002,0.004,0.0025,0.006,0.0045,0.005,0.0045,0,0.006,0.006,0.0285,0.0235,0.008,0,0.016,0.026,0,0.019,0,0,0.036,0.029,0,0,0.012,0.0245,0.0555,0.042,0.04,0.03,0.01,0.02,0.02
Zimbabwe,ZWE,0.008,0.016,0.014,0.012,0.024,0.01,0.03,0.028,0.0555,0.031,0.08,0.037,0.044,0.036,0.0555,0.0855,0.075,0.096,0.1135,0.228,0.02,0.037,0.0555,0.01,0.037,0.128,0.0235,0.0555,0.012,0.0775,0.0725,0.085,0.09,0.08,0.03,0.05,0.05
